"UNITID","CIPCODE","EFNRALM","EFNRALW","EFBKAAM","EFBKAAW","EFAIANM","EFAIANW","DVEFAIM","DVEFAIW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW"
153320,13,0,0,0,0,0,0,1,1,0,1,14,95,0,0
153366,13,NA,NA,NA,NA,NA,NA,3,NA,NA,3,50,215,NA,40
153366,14,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
153366,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA
153366,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
153366,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA
153366,52,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,61,12,26
153375,13,NA,NA,5,5,NA,2,2,3,4,NA,44,226,15,65
153375,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
153375,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA
153375,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
153375,52,6,5,4,3,NA,NA,NA,7,3,NA,69,99,40,46
153384,26,1,6,0,3,0,1,4,3,1,2,17,43,2,1
153384,27,3,1,0,1,0,0,1,0,1,0,15,14,1,1
153384,40,3,3,2,1,0,0,2,2,1,2,17,10,1,4
153409,52,NA,NA,NA,1,NA,NA,NA,2,1,1,57,104,3,7
153418,52,NA,NA,1,6,NA,NA,4,NA,NA,1,21,114,15,44
153603,13,4,5,12,20,3,1,9,16,9,13,356,1038,21,44
153603,14,311,62,90,31,11,3,143,34,86,24,3346,607,185,30
153603,26,8,12,10,26,2,4,10,24,7,11,413,590,25,44
153603,27,8,3,1,2,0,0,1,1,3,3,59,50,5,2
153603,40,4,3,3,1,0,0,2,2,7,2,167,97,12,8
153603,52,126,116,66,47,9,2,72,63,47,29,1939,1192,113,72
153621,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,38,174,NA,NA
153621,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,NA,NA
153621,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA
153621,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
153621,52,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,34,62,NA,NA
153658,13,1,6,5,8,1,1,8,10,4,19,213,961,13,14
153658,14,18,3,8,5,3,2,37,30,15,6,756,235,32,9
153658,26,4,8,2,16,1,5,13,24,8,10,240,284,5,10
153658,27,1,5,1,4,0,0,0,0,3,2,62,53,3,2
153658,40,2,2,3,0,0,0,3,2,2,3,122,56,6,6
153658,52,35,40,45,22,2,2,76,68,35,28,2145,1240,68,25
153825,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,104,NA,NA
153825,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
153825,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA
153825,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA
153825,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
153825,52,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,84,NA,NA
153834,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA
153834,26,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
153834,27,5,NA,NA,NA,NA,NA,3,NA,NA,NA,53,30,1,NA
153834,40,4,1,NA,NA,1,NA,1,1,NA,NA,45,34,1,1
153834,52,22,18,NA,NA,NA,NA,NA,NA,NA,NA,125,97,NA,NA
153861,13,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,NA,NA
153861,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153861,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
153861,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153861,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
153861,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
154004,13,1,2,1,3,0,0,1,2,6,2,66,118,3,10
154004,14,0,0,1,0,0,0,0,0,1,0,2,4,2,1
154004,26,1,0,1,0,0,0,0,0,3,0,19,33,3,1
154004,27,0,0,0,0,0,0,0,0,2,0,2,3,0,0
154004,40,1,0,0,0,0,0,0,0,1,0,1,3,1,0
154004,52,1,1,3,0,0,0,2,1,8,1,56,53,8,4
154013,13,0,0,0,4,0,0,0,3,2,1,49,199,1,1
154013,26,0,0,0,0,0,0,0,1,1,0,27,48,1,1
154013,27,0,0,0,0,0,0,0,0,0,0,10,3,0,0
154013,52,2,0,3,1,2,1,1,2,6,2,187,309,0,1
154022,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA
154022,26,1,1,1,2,NA,NA,NA,NA,NA,1,5,10,NA,NA
154022,52,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30,50,NA,NA
154095,13,1,10,10,17,1,2,4,7,7,23,495,1591,0,0
154095,14,0,0,0,0,0,0,0,0,0,0,4,2,0,0
154095,26,3,4,5,14,0,1,2,0,7,4,213,248,0,0
154095,27,0,0,0,1,0,0,0,0,1,0,42,40,0,0
154095,40,0,1,1,1,0,0,0,0,1,0,75,48,0,0
154095,52,12,14,6,5,1,0,1,5,5,4,813,635,0,0
154101,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,207,NA,NA
154101,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
154101,27,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,8,NA,NA
154101,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
154101,52,3,2,NA,NA,NA,NA,NA,1,1,1,88,89,NA,NA
154235,13,0,0,2,8,1,1,0,3,2,12,84,281,0,0
154235,14,2,0,1,0,0,0,2,0,1,0,23,5,0,0
154235,26,1,0,3,1,0,0,1,1,1,7,41,70,0,0
154235,27,0,0,0,0,0,0,0,0,0,0,2,2,0,0
154235,40,0,0,0,0,0,0,0,0,0,0,6,4,0,0
154235,52,5,1,2,12,1,3,5,3,13,14,232,265,0,0
154350,13,3,0,0,0,0,2,2,2,2,3,177,268,3,0
154350,26,0,1,0,1,0,2,0,1,0,1,50,85,0,0
154350,27,0,0,0,0,0,0,0,0,0,0,18,12,0,0
154350,40,0,0,0,0,0,0,0,1,0,1,15,5,0,1
154350,52,7,3,3,5,0,0,4,4,1,2,176,252,6,10
154493,13,0,0,1,2,1,0,0,0,2,2,43,182,0,0
154493,26,0,0,0,0,0,0,2,0,1,0,28,9,0,0
154493,27,0,0,1,0,0,0,1,0,0,1,1,2,0,0
154493,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154493,52,0,0,21,12,0,0,3,4,1,15,57,89,0,0
154509,13,0,0,1,0,0,0,0,0,0,0,0,4,0,0
154518,13,0,0,1,0,0,0,0,0,1,0,11,39,NA,0
154518,52,9,7,4,0,0,0,0,2,0,0,53,38,0,0
154527,13,1,2,5,15,0,0,0,1,0,0,83,174,13,10
154527,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,2,NA
154527,26,0,2,0,1,0,0,1,1,2,0,74,97,4,4
154527,27,2,NA,NA,NA,NA,0,NA,NA,NA,0,20,13,NA,NA
154527,40,1,2,1,1,NA,NA,NA,NA,NA,NA,27,15,3,2
154527,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,83,NA,NA
154590,13,0,0,6,5,0,1,0,0,4,1,40,70,3,4
154590,14,0,0,7,0,0,0,3,0,2,1,21,4,6,0
154590,26,0,0,18,3,1,1,1,0,6,2,53,34,5,4
154590,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154590,40,0,0,9,0,0,0,1,0,5,0,14,6,1,1
154590,52,0,0,23,10,0,3,1,5,8,2,174,183,17,7
154688,13,0,0,2,1,0,3,0,1,0,1,10,49,1,2
154688,26,0,0,2,0,0,0,2,1,1,0,22,48,0,2
154688,27,0,0,0,0,0,0,0,0,0,0,4,3,0,1
154688,40,0,0,0,1,0,0,0,0,0,NA,7,4,1,3
154688,52,3,1,5,4,1,0,1,1,5,0,89,71,2,1
154712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,56,NA,NA
154712,26,1,NA,0,1,NA,NA,NA,NA,NA,3,18,17,NA,NA
154712,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA
154712,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154712,52,3,NA,4,2,NA,NA,NA,NA,6,NA,50,28,NA,NA
154721,13,0,0,1,0,1,0,0,0,2,0,22,24,2,0
154721,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,NA,NA
154721,27,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA
154721,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
154749,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA
154749,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,NA
154749,27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,NA
154749,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
154749,52,1,1,3,NA,NA,NA,NA,NA,NA,1,13,12,NA,NA
154855,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA
154855,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
155025,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,188,707,9,16
155025,26,NA,9,NA,NA,NA,NA,NA,NA,3,6,93,126,NA,NA
155025,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,35,NA,NA
155025,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,41,NA,NA
155025,52,9,21,NA,18,NA,NA,3,6,11,13,301,306,NA,7
155061,13,0,3,10,2,2,6,1,3,15,10,302,429,24,26
155061,26,2,0,0,2,1,0,0,0,5,0,88,77,4,7
155061,27,0,0,0,0,0,0,0,0,0,0,23,25,2,0
155061,40,2,0,2,1,1,0,0,0,2,1,68,48,4,1
155061,52,7,0,1,1,2,0,3,3,7,2,222,272,15,12
155070,13,0,0,0,0,0,0,0,0,0,0,5,8,0,0
155070,52,0,1,1,0,0,0,0,1,0,1,6,19,0,1
155089,13,0,0,12,3,2,4,0,2,6,5,57,142,0,0
155089,26,0,4,4,2,4,2,2,6,6,2,58,160,0,0
155089,27,0,0,0,0,0,0,0,0,0,0,12,0,0,0
155089,40,1,0,0,1,0,0,0,0,1,0,5,6,0,0
155089,52,0,2,18,17,2,3,2,2,7,7,188,229,3,3
155140,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155140,26,NA,NA,NA,NA,440,412,NA,NA,NA,NA,NA,NA,NA,NA
155140,52,NA,NA,NA,NA,443,413,NA,NA,NA,NA,NA,NA,NA,NA
155317,13,1,2,2,6,1,6,1,4,3,12,90,280,2,0
155317,14,98,23,14,6,6,1,45,13,32,5,778,187,9,5
155317,26,15,15,5,20,3,6,21,30,7,12,307,340,4,1
155317,27,6,0,3,1,1,0,1,3,0,2,61,28,0,0
155317,40,12,5,4,3,2,4,11,6,2,2,176,98,0,0
155317,52,26,16,5,3,3,0,13,10,10,3,412,308,2,2
155335,13,0,1,1,6,2,0,0,NA,4,13,36,141,0,0
155335,26,NA,2,NA,3,NA,2,NA,4,NA,2,NA,21,NA,0
155335,27,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
155335,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
155335,52,NA,4,8,9,NA,2,4,1,8,5,79,63,NA,1
155399,13,NA,NA,15,23,6,6,NA,NA,14,38,502,1323,19,31
155399,14,29,11,27,NA,10,NA,33,NA,28,5,1501,252,40,NA
155399,26,NA,7,NA,NA,NA,NA,5,4,6,10,264,343,NA,NA
155399,27,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,29,14,NA,NA
155399,40,5,NA,2,NA,NA,NA,NA,NA,NA,NA,77,39,2,NA
155399,52,11,15,18,22,NA,4,12,NA,NA,16,786,601,15,21
155414,13,0,0,0,0,0,2,0,0,0,2,12,53,0,0
155414,26,0,0,1,1,0,0,0,0,2,4,13,28,0,0
155414,27,0,0,0,0,0,0,0,0,0,0,2,2,0,0
155414,40,0,0,0,0,0,0,0,0,0,0,4,6,0,0
155414,52,0,0,7,1,0,0,0,3,9,0,48,58,0,0
155511,13,0,0,6,3,0,1,0,0,3,5,22,36,0,0
155511,26,0,2,1,1,0,0,1,0,2,1,9,15,0,1
155511,27,0,0,0,0,0,0,0,0,0,2,6,1,0,0
155511,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0
155511,52,0,1,7,0,0,0,0,0,7,0,19,10,0,1
155520,13,2,1,5,2,2,0,0,0,1,1,69,142,0,1
155520,26,1,0,1,0,0,0,0,0,0,0,17,17,0,0
155520,27,0,0,0,0,0,0,0,0,0,0,4,2,0,0
155520,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155520,52,2,1,16,29,2,3,3,4,6,7,161,176,15,6
155627,13,0,0,7,1,0,0,0,0,2,0,25,44,0,0
155627,26,1,0,7,2,0,0,0,0,1,1,17,26,1,0
155627,27,0,1,2,0,0,0,1,0,0,0,8,8,0,0
155627,52,5,1,15,0,1,0,0,0,4,3,48,24,1,0
155636,13,0,0,0,4,0,0,0,1,0,1,5,36,0,12
155636,52,0,0,3,7,0,1,1,4,1,3,43,88,13,5
155681,13,3,0,8,2,2,14,1,1,6,8,196,454,36,58
155681,26,8,4,1,3,5,1,1,2,1,2,136,145,10,13
155681,27,0,0,0,1,1,1,1,0,0,1,32,16,4,0
155681,40,8,2,1,0,2,0,0,0,0,1,43,31,5,4
155681,52,22,20,12,1,5,4,2,1,6,3,377,264,35,34
155812,13,0,0,1,3,0,1,0,0,0,1,1,32,2,2
155812,26,0,0,0,0,0,0,0,0,0,0,1,3,0,1
155812,27,0,1,0,0,0,0,0,0,0,0,0,2,0,0
155812,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155812,52,0,0,4,4,0,0,0,0,0,0,9,11,1,1
155900,13,0,0,1,2,0,1,0,1,0,0,13,66,0,0
155900,26,2,1,0,1,1,0,0,1,0,3,31,33,1,3
155900,27,1,0,0,0,1,0,0,0,0,0,2,5,0,0
155900,40,1,0,1,0,0,0,0,0,0,1,10,5,0,1
155900,52,8,2,24,8,3,2,3,4,11,6,152,141,5,4
155937,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,55,NA,NA
155937,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
155937,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
155937,52,1,3,2,0,1,0,0,0,0,0,26,15,0,NA
155973,13,0,1,2,0,2,0,0,0,0,1,28,52,0,0
155973,26,NA,NA,1,NA,NA,NA,NA,NA,1,NA,11,4,NA,NA
155973,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA
155973,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA
155973,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,47,NA,NA
156082,13,0,0,4,9,2,2,2,2,7,11,73,185,27,33
156082,26,0,0,0,2,0,1,0,0,0,3,27,54,12,9
156082,27,0,0,0,1,0,0,1,0,0,1,12,10,3,2
156082,40,0,0,1,0,2,0,0,2,1,0,14,8,4,0
156082,52,0,0,9,19,0,5,5,5,20,10,225,289,60,37
156125,13,45,36,7,20,3,6,6,16,14,24,192,642,21,30
156125,14,177,13,20,5,6,1,137,46,16,6,434,67,39,10
156125,26,3,6,2,13,0,3,13,14,4,9,58,105,6,11
156125,27,4,1,0,1,0,1,1,1,2,0,26,36,4,3
156125,40,8,3,1,5,2,1,4,4,5,0,54,37,6,4
156125,52,125,77,35,63,11,12,63,90,56,44,625,645,42,26
156189,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,110,NA,NA
156189,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA
156189,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
156189,52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,35,34,NA,NA
156213,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA
156213,26,1,2,NA,NA,NA,NA,NA,2,NA,NA,21,46,NA,NA
156213,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
156213,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,NA,NA
156213,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,NA,NA
156286,13,0,0,0,4,0,3,0,NA,0,NA,17,113,4,9
156286,14,1,0,0,0,0,0,0,0,0,0,10,2,0,0
156286,26,0,0,1,1,0,0,1,0,0,1,22,57,2,2
156286,27,0,0,0,0,0,0,1,0,0,0,6,12,1,0
156286,40,0,0,0,0,0,0,0,0,0,0,8,15,0,0
156286,52,6,3,3,7,4,0,1,3,3,2,166,153,5,10
156295,13,0,0,5,7,0,1,0,0,0,1,30,55,1,1
156295,26,5,4,2,2,0,0,0,2,0,0,13,29,1,0
156295,27,4,1,1,0,0,0,0,0,0,0,9,9,3,0
156295,40,6,3,2,1,0,0,1,0,0,0,12,7,1,2
156295,52,11,3,6,13,0,0,1,0,1,0,32,29,1,1
156356,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,53,NA,NA
156356,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
156356,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
156356,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
156356,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
156356,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,58,NA,NA
156365,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA
156365,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156365,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156365,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156365,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA
156408,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
156408,26,NA,NA,1,NA,NA,NA,NA,1,NA,NA,27,17,NA,NA
156408,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,NA,NA
156408,40,1,NA,1,NA,NA,NA,NA,1,NA,NA,12,6,NA,NA
156541,13,1,1,14,4,1,0,0,2,0,1,92,199,0,0
156541,26,0,4,2,2,0,0,0,0,0,0,56,107,0,0
156541,27,0,0,2,0,0,0,1,0,0,0,29,16,0,0
156541,40,1,0,0,1,0,0,0,0,0,0,22,17,0,0
156541,52,10,0,13,5,0,0,1,0,2,0,81,61,0,0
156620,13,6,4,20,24,0,4,0,1,2,5,306,1117,27,119
156620,26,4,3,2,2,0,0,0,1,0,1,79,149,2,3
156620,27,2,1,1,2,0,0,0,0,0,0,30,25,0,0
156620,40,0,2,4,1,0,1,0,0,0,0,52,35,1,1
156620,52,19,18,19,13,1,0,4,5,3,1,391,392,13,16
156745,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
156745,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
156745,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA
156745,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
156745,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA
157058,13,0,0,92,80,0,0,1,1,0,0,21,43,3,3
157058,26,0,0,28,82,0,0,1,3,0,0,7,15,0,1
157058,27,1,0,8,6,0,0,0,0,0,0,1,3,0,0
157058,40,0,0,11,7,0,0,0,0,0,0,0,0,0,0
157058,52,0,0,132,105,0,0,1,2,1,4,22,57,0,3
157076,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,NA,NA
157076,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
157076,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA
157076,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
157076,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,5,NA,NA
157076,52,NA,NA,1,1,NA,NA,1,NA,1,NA,5,5,NA,NA
157085,13,NA,NA,39,55,NA,NA,NA,10,NA,NA,340,968,6,10
157085,14,41,17,33,12,NA,NA,14,NA,9,NA,1153,209,22,NA
157085,26,NA,3,10,36,NA,NA,17,19,NA,NA,364,445,9,10
157085,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,21,NA,NA
157085,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,66,NA,NA
157085,52,28,24,69,79,NA,NA,25,18,19,8,1469,932,21,NA
157100,13,0,2,0,0,0,0,0,0,0,1,33,91,1,6
157100,52,1,2,1,0,0,0,0,0,0,0,23,27,2,2
157216,13,NA,5,2,4,NA,NA,1,3,2,1,58,132,4,3
157216,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,58,NA,NA
157216,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA
157216,52,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,68,104,NA,NA
157289,13,2,2,14,43,0,2,3,3,4,4,112,184,1,0
157289,14,24,11,86,39,3,0,48,15,10,7,1013,132,1,2
157289,26,6,5,28,83,3,1,13,29,4,3,202,314,0,3
157289,27,0,1,4,9,1,0,3,1,1,1,59,50,0,0
157289,40,0,0,4,13,2,0,10,5,4,1,93,90,0,2
157289,52,27,19,101,149,2,2,36,41,10,8,1158,765,3,2
157359,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
157359,52,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,150,180,NA,NA
157377,13,NA,NA,NA,14,NA,NA,NA,NA,NA,2,13,168,NA,2
157377,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
157377,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
157377,52,NA,NA,11,26,NA,2,NA,NA,NA,NA,100,182,NA,NA
157386,13,NA,NA,NA,24,NA,5,NA,NA,NA,5,301,923,NA,NA
157386,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,280,NA,NA
157386,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
157386,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,25,NA,NA
157386,52,10,7,43,19,NA,NA,NA,NA,NA,NA,524,454,NA,NA
157401,13,3,11,13,26,0,3,0,1,2,5,147,684,0,1
157401,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA
157401,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,163,NA,NA
157401,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,34,NA,NA
157401,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,67,60,NA,NA
157401,52,52,24,34,40,NA,NA,NA,NA,1,5,409,515,NA,5
157447,13,2,2,8,34,1,4,0,3,2,5,211,795,NA,NA
157447,26,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,102,186,NA,NA
157447,27,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,56,43,NA,NA
157447,40,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,90,81,NA,NA
157447,52,45,26,40,59,NA,NA,14,13,7,7,937,894,NA,NA
157535,13,0,0,3,0,0,0,0,0,1,0,35,108,0,0
157535,26,0,0,2,0,0,0,0,1,0,1,27,56,0,0
157535,27,0,0,0,0,0,0,1,0,0,0,11,6,0,0
157535,40,0,0,1,1,0,0,0,0,0,0,12,13,0,0
157535,52,0,0,10,0,0,0,0,0,4,2,71,64,0,0
157757,13,1,4,1,10,0,0,0,2,0,0,6,65,3,6
157757,26,7,6,0,1,0,0,0,2,0,1,5,12,2,5
157757,27,0,2,0,0,0,0,0,0,0,0,0,0,1,0
157757,52,14,18,11,42,0,0,1,1,0,1,56,55,17,27
157793,52,33,27,400,667,9,22,8,4,62,32,1407,1698,0,0
157809,13,0,0,1,0,0,0,0,0,0,0,27,47,3,0
157809,26,0,1,1,0,0,0,0,0,0,0,27,44,3,6
157809,27,0,0,0,0,0,0,0,0,0,0,3,0,1,0
157809,40,0,0,0,1,0,0,0,0,0,0,16,3,1,0
157809,52,2,0,7,16,4,1,0,3,2,1,170,149,36,39
157818,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,NA
157818,26,0,0,0,0,2,0,0,1,0,0,28,42,0,0
157818,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,6,NA,NA
157818,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,NA,NA
157818,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,89,NA,NA
157863,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,111,NA,1
157863,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
157863,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,3,NA,NA
157863,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1
157863,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,30,NA,NA
157951,13,11,18,NA,NA,NA,NA,NA,NA,4,10,339,1523,NA,11
157951,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,152,NA,NA
157951,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,35,NA,NA
157951,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,52,NA,NA
157951,52,10,8,108,83,NA,NA,16,11,10,10,868,803,NA,NA
158477,13,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,41,NA,NA
158477,26,1,0,2,6,0,1,4,3,1,1,42,67,2,0
158477,27,2,0,1,1,0,0,0,0,0,0,12,8,0,0
158477,40,0,0,0,3,0,0,0,1,0,0,14,19,0,0
158477,52,6,3,8,4,0,0,1,1,3,2,69,45,0,1
158802,13,NA,NA,24,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158802,14,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158802,26,NA,NA,19,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158802,27,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158802,40,NA,NA,13,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158802,52,NA,NA,116,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159009,13,2,0,279,288,0,0,0,0,0,1,2,4,4,2
