"UNITID","CIPCODE","EFAIANM","EFAIANW","EFBKAAM","EFBKAAW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW","EFNRALM","EFNRALW","DVEFAIM","DVEFAIW"
102049,13,0,1,2,0,0,3,11,156,0,0,0,1,0,2
102049,14,0,0,0,1,0,0,3,2,0,0,2,0,0,0
102049,26,0,0,2,8,3,4,39,95,0,0,0,0,1,1
102049,27,0,0,1,0,0,0,5,9,0,0,1,0,0,1
102049,40,0,0,1,1,0,1,5,6,0,0,0,0,0,0
102049,52,0,1,17,9,14,12,375,195,2,0,10,5,7,5
102094,13,5,5,88,202,5,15,181,503,10,21,1,9,4,10
102094,14,4,1,145,52,30,10,579,120,25,9,143,12,39,7
102094,26,2,5,44,162,13,35,214,426,5,18,3,7,35,60
102094,27,0,0,4,1,2,1,16,14,0,0,1,1,0,3
102094,40,0,1,12,24,6,7,68,72,4,2,1,0,4,3
102094,52,5,5,109,136,20,22,439,374,19,13,29,20,15,25
102234,13,0,0,2,9,1,1,10,60,0,1,0,0,0,1
102234,14,0,0,7,4,1,0,12,2,1,0,3,1,0,0
102234,26,0,1,10,24,2,5,31,79,4,4,5,4,1,3
102234,27,0,0,4,2,0,0,7,2,1,1,1,1,2,0
102234,40,0,0,1,0,0,0,5,1,0,1,0,0,0,0
102234,52,1,0,18,15,11,4,119,56,3,6,23,4,1,1
102270,13,1,0,6,35,0,0,1,2,1,0,0,0,0,0
102270,26,0,0,26,80,0,0,2,8,5,12,0,0,0,0
102270,27,0,0,5,2,0,0,0,0,1,0,0,0,0,0
102270,52,0,0,57,63,1,0,6,4,12,5,0,0,0,0
102298,13,0,0,53,58,0,0,3,4,1,0,0,0,1,0
102298,26,0,0,23,80,5,6,0,1,0,0,2,1,0,0
102298,27,0,0,4,2,0,0,0,0,0,0,1,0,0,0
102298,40,0,0,2,9,1,0,0,0,0,0,0,0,0,0
102298,52,0,3,135,92,17,5,2,4,9,2,39,7,0,0
102368,13,0,1,55,156,7,22,192,543,13,18,1,1,0,2
102368,26,1,3,30,85,4,23,123,235,3,8,28,28,2,5
102368,27,0,0,5,4,1,2,24,28,0,1,5,3,0,0
102368,40,0,0,10,1,2,1,33,11,1,0,26,8,2,0
102368,52,4,11,231,416,46,52,655,640,46,58,108,124,21,11
102377,13,0,0,8,24,0,0,1,0,1,6,0,0,2,0
102377,14,0,0,190,112,2,0,3,0,75,24,0,0,12,0
102377,26,0,0,42,189,1,2,0,0,4,20,0,0,0,4
102377,27,0,0,0,9,0,0,0,0,0,1,0,0,1,1
102377,40,0,0,5,26,0,0,0,0,2,1,0,0,0,1
102377,52,0,0,98,108,0,2,1,0,19,11,0,0,6,3
102395,13,0,0,6,0,3,0,18,4,2,0,0,0,3,0
102553,13,3,31,1,9,8,35,34,213,1,11,1,1,5,28
102553,14,27,16,12,4,32,15,324,67,16,3,17,4,64,19
102553,26,4,17,7,9,15,18,83,121,3,6,4,2,15,24
102553,27,2,3,0,0,6,2,14,16,3,2,0,0,5,2
102553,40,2,2,1,2,4,8,42,34,3,0,0,1,2,6
102553,52,34,67,23,20,80,69,371,349,27,25,41,22,87,111
102614,13,12,81,0,6,5,12,26,91,3,19,1,4,2,3
102614,14,16,5,9,2,34,4,246,62,51,3,9,0,14,4
102614,26,4,10,3,3,7,23,48,135,9,20,0,3,2,8
102614,27,3,1,0,0,3,2,12,8,2,2,0,0,1,0
102614,40,5,6,2,3,2,3,51,37,8,3,1,1,4,3
102614,52,18,52,13,6,14,24,123,190,28,24,16,1,3,14
102632,13,1,17,0,0,1,7,9,40,2,10,0,1,1,2
102632,26,5,5,0,0,3,7,24,49,1,3,0,0,0,2
102632,27,0,0,0,0,0,0,3,3,4,0,0,0,1,1
102632,52,5,32,0,5,9,14,50,90,7,26,0,1,5,14
102669,26,0,1,0,0,0,0,4,2,0,2,0,0,0,0
102669,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102669,52,0,25,0,0,0,2,5,10,6,2,9,0,0,2
102845,52,7,26,5,8,9,22,18,48,7,13,0,0,6,6
103945,52,0,2,0,0,0,1,0,1,0,0,0,0,0,1
104090,52,0,0,1,13,15,27,12,6,0,0,0,0,0,0
104151,13,9,34,9,31,85,365,168,708,1,3,6,41,11,56
104151,14,40,24,120,44,1007,349,2461,680,17,4,844,103,435,196
104151,26,13,38,77,109,386,651,822,1259,8,4,57,68,239,340
104151,27,3,3,10,8,66,42,190,80,2,0,114,37,24,20
104151,40,3,1,7,3,97,48,276,155,0,0,57,10,22,16
104151,52,33,29,179,116,1084,752,3519,2007,18,11,1009,564,406,303
104179,13,6,19,8,11,57,258,72,428,2,4,8,21,6,14
104179,14,12,5,40,7,440,157,950,331,29,8,263,53,118,53
104179,26,16,31,74,121,433,783,625,1145,23,27,44,51,167,285
104179,27,3,5,3,4,36,13,96,54,1,1,74,22,13,4
104179,40,7,5,13,11,112,63,313,163,9,7,157,54,20,12
104179,52,14,15,108,54,712,505,2091,1302,35,22,197,96,185,126
104586,14,4,2,10,3,99,47,571,149,29,8,36,11,52,8
104586,40,0,0,1,2,11,7,41,28,5,0,1,0,6,1
104586,52,2,0,2,1,7,3,45,25,2,0,14,3,5,2
104717,13,9,75,193,1681,221,1673,563,5325,63,470,4,28,23,130
104717,14,2,1,34,8,140,26,268,77,31,2,37,14,13,4
104717,26,6,13,39,105,204,454,274,542,18,39,17,47,42,72
104717,40,0,0,0,1,0,1,3,4,1,0,0,0,0,0
104717,52,47,103,543,916,858,1076,2227,2263,286,273,59,65,141,158
105297,13,28,101,0,0,1,0,0,1,0,0,0,0,1,0
105297,14,37,16,0,0,0,0,0,0,0,0,0,0,0,0
105297,26,25,41,0,0,0,0,1,0,0,0,0,0,0,0
105297,27,14,7,0,0,0,0,0,0,0,0,0,0,0,0
105297,52,52,182,0,0,0,0,1,0,0,0,2,0,0,0
105330,13,12,37,15,31,114,494,220,1191,7,15,3,6,10,23
105330,14,40,21,21,11,249,67,657,172,15,7,436,34,33,16
105330,26,11,40,16,57,178,477,379,870,7,9,9,14,15,44
105330,27,2,1,1,1,14,16,40,37,0,0,4,3,2,3
105330,40,4,13,10,7,72,68,184,239,8,5,14,9,8,6
105330,52,38,46,86,64,541,436,1525,1127,43,27,174,134,55,45
105367,13,0,1,0,2,4,5,13,29,1,4,0,0,0,2
105367,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105367,52,1,2,5,1,8,9,18,21,0,1,0,0,1,0
105589,13,0,5,0,2,1,5,2,32,0,4,0,0,0,0
105899,13,0,0,4,2,7,10,13,33,1,3,0,0,0,0
105899,26,0,1,6,3,5,16,14,27,2,0,1,0,2,0
105899,52,1,1,29,5,41,14,72,31,9,4,20,3,1,2
106245,13,0,0,12,37,0,6,16,122,0,1,0,3,0,4
106245,14,0,0,16,8,9,4,100,12,0,0,13,4,3,1
106245,26,0,0,20,59,10,14,60,112,1,0,3,10,11,12
106245,27,0,0,3,5,1,1,20,10,0,0,0,3,0,1
106245,40,0,0,3,13,3,4,41,39,0,0,4,4,2,6
106245,52,2,2,93,178,24,21,246,237,0,0,35,46,13,9
106306,13,0,0,1,2,0,0,0,0,0,0,0,0,0,0
106306,52,0,0,21,16,0,0,1,0,0,0,0,1,0,0
106342,13,0,0,0,0,0,0,2,8,0,0,0,0,0,0
106342,26,0,1,0,1,1,1,18,20,3,1,0,0,1,1
106342,27,1,0,3,0,2,1,9,10,1,1,0,1,1,1
106342,40,0,1,0,0,0,0,8,5,0,0,0,0,0,0
106342,52,0,0,3,0,2,0,22,4,2,2,6,1,1,1
106397,13,0,8,0,9,1,47,28,507,0,2,1,2,1,6
106397,14,10,1,67,42,212,81,1602,469,14,7,197,99,91,35
106397,26,7,8,19,43,53,80,368,553,4,5,3,5,30,28
106397,27,0,0,2,1,3,4,38,36,0,1,0,3,2,4
106397,40,1,2,12,12,26,20,193,166,2,3,8,7,17,19
106397,52,19,24,92,75,270,199,2515,1481,20,11,81,57,64,59
106412,13,1,0,118,108,3,0,9,14,1,0,0,1,1,0
106412,26,0,1,52,206,2,5,1,2,0,0,0,5,1,0
106412,27,0,0,8,14,1,0,0,0,0,1,1,0,0,0
106412,40,0,0,12,44,1,1,1,0,0,0,3,1,0,0
106412,52,0,0,148,151,3,3,8,7,0,1,3,1,1,0
106458,13,0,0,20,38,5,13,168,501,1,4,1,3,2,5
106458,14,0,0,14,2,8,1,186,30,2,0,68,7,3,0
106458,26,1,0,13,34,6,12,141,249,1,2,7,11,5,14
106458,27,0,0,2,3,0,2,12,10,0,0,0,1,0,0
106458,40,0,1,2,9,2,1,30,35,0,0,4,0,0,0
106458,52,1,0,51,52,32,19,400,361,5,2,90,49,4,3
106467,13,2,5,54,28,22,55,313,514,0,0,1,7,3,2
106467,14,1,0,17,3,41,4,325,26,0,0,94,3,7,4
106467,26,0,1,7,15,10,21,91,138,0,0,4,3,0,7
106467,27,0,1,0,1,1,0,11,7,0,0,0,1,1,0
106467,40,0,0,1,1,4,1,53,38,0,0,1,2,0,1
106467,52,3,1,46,33,36,47,358,382,0,0,37,36,6,11
106485,13,0,0,8,50,4,7,25,174,0,0,0,0,0,0
106485,26,0,0,1,5,3,3,21,28,0,0,0,0,0,0
106485,27,0,0,0,0,0,1,6,5,0,0,0,0,0,0
106485,40,0,0,0,1,0,2,12,10,0,0,0,0,1,0
106485,52,0,1,52,41,8,7,77,77,0,0,3,2,1,0
106704,13,1,2,27,73,5,25,128,433,0,0,1,2,1,4
106704,26,2,1,22,71,16,29,150,317,0,2,8,14,12,17
106704,27,0,0,4,5,4,6,39,22,0,0,5,3,1,1
106704,40,2,1,11,20,7,6,86,94,1,0,9,4,7,7
106704,52,2,3,96,98,48,26,545,325,1,1,75,59,11,21
106713,13,2,0,8,0,5,1,19,37,0,0,1,1,1,2
106713,26,0,0,2,1,1,2,5,9,0,1,0,0,0,0
106713,52,4,0,16,20,9,0,66,56,1,1,5,1,0,0
106810,13,0,0,2,0,0,0,13,24,0,0,0,0,0,0
106810,52,0,0,4,2,0,0,23,16,0,0,0,0,0,0
107044,13,0,1,9,3,1,7,71,210,0,0,2,1,1,1
107044,14,0,1,7,1,6,0,80,12,0,0,9,1,2,0
107044,26,1,0,11,9,7,11,174,252,0,0,7,4,3,3
107044,27,0,1,21,11,20,10,244,251,0,0,26,13,1,2
107044,40,0,2,9,8,10,11,176,254,0,0,8,4,2,3
107044,52,1,1,17,3,17,10,358,191,0,2,60,49,3,2
107071,13,1,1,28,43,9,12,78,212,4,4,0,0,0,3
107071,14,1,0,5,0,0,1,28,1,0,0,1,1,0,0
107071,26,1,0,17,29,7,11,64,113,0,3,1,2,0,3
107071,27,0,0,3,1,0,1,10,11,0,0,0,1,0,0
107071,40,0,0,4,3,2,4,29,32,1,0,0,0,0,1
107071,52,0,0,42,25,9,13,153,109,3,2,10,4,3,1
107080,26,1,0,3,5,3,2,47,60,1,2,0,0,8,8
107080,27,0,0,1,0,1,0,7,1,0,0,0,1,0,0
107080,40,0,0,1,0,0,2,20,12,1,1,1,0,0,1
107080,52,0,0,3,0,1,0,12,3,4,2,1,0,0,0
107141,13,1,0,0,1,1,3,5,75,0,3,1,1,0,2
107141,14,1,0,0,0,6,2,76,11,2,2,14,5,2,0
107141,26,0,2,0,0,2,7,21,38,1,0,4,3,0,4
107141,27,0,0,0,0,0,0,3,5,0,0,2,1,0,0
107141,40,0,0,0,0,0,1,3,4,0,1,2,2,0,1
107141,52,6,2,5,7,12,18,166,112,8,7,29,36,1,0
107512,13,1,0,6,3,2,4,39,118,0,0,1,2,0,0
107512,26,2,0,7,3,7,5,54,91,0,0,0,0,0,0
107512,27,0,0,0,1,0,0,5,8,0,0,1,0,0,0
107512,40,0,0,2,1,1,1,21,7,0,0,4,0,0,0
107512,52,2,0,17,3,15,6,141,76,0,0,8,3,2,0
107558,13,0,0,4,1,1,4,17,12,1,1,1,2,0,1
107558,26,1,0,4,4,3,5,17,23,0,2,7,8,0,2
107558,27,0,0,1,0,2,0,8,1,0,2,3,2,0,0
107558,40,0,0,1,2,0,2,2,2,0,0,2,6,0,0
107558,52,1,0,7,4,12,6,30,17,1,3,21,30,0,2
107600,13,0,0,8,48,0,0,0,0,0,0,0,0,1,0
107600,26,0,1,30,150,1,6,0,0,0,0,2,4,0,0
107600,27,0,0,10,15,2,2,0,0,0,0,2,0,0,0
107600,40,0,0,5,10,0,0,0,0,0,0,0,0,0,0
107600,52,0,0,89,94,1,2,0,0,0,0,1,0,0,3
107877,13,0,0,10,7,1,1,44,58,0,0,2,0,1,0
107877,26,0,1,5,2,1,2,13,26,0,0,1,0,0,0
107877,52,0,0,5,0,5,1,25,14,0,0,25,1,0,0
107983,13,1,1,34,39,3,11,73,184,0,0,1,2,1,2
107983,14,0,0,4,0,2,0,47,6,0,0,3,1,1,1
107983,26,0,0,13,23,7,9,68,101,0,0,2,2,1,2
107983,27,0,1,0,0,1,0,7,11,0,0,0,0,1,0
107983,40,3,0,34,17,9,3,121,42,0,0,7,2,2,1
107983,52,0,1,62,44,11,10,154,151,1,0,12,7,2,3
108092,13,8,9,4,16,9,45,94,296,0,0,4,1,3,10
108092,14,4,0,0,0,29,3,115,11,0,0,1,1,12,1
108092,26,3,3,3,6,16,29,80,105,0,0,0,2,9,14
108092,27,0,0,0,0,2,1,17,7,0,0,1,0,1,1
108092,40,3,2,0,1,7,7,35,39,0,0,3,1,6,11
108092,52,8,15,30,48,71,60,370,376,0,0,10,4,34,41
108232,13,0,1,0,1,0,11,3,16,3,32,0,4,0,0
108232,52,0,0,2,6,3,6,1,12,4,19,16,37,0,8
109350,13,0,0,0,4,4,14,0,0,0,2,0,0,0,2
109350,14,2,0,50,8,474,94,142,34,4,4,0,0,54,4
109350,26,2,2,34,90,272,620,82,178,2,6,0,0,32,60
109350,27,0,0,16,8,182,82,88,34,2,0,4,0,28,12
109350,40,0,1,5,2,39,29,23,16,0,0,0,1,4,5
109350,52,8,6,290,539,650,933,229,335,20,22,4,0,59,39
109785,13,0,0,2,2,23,17,15,10,2,1,1,0,2,3
109785,14,0,0,2,0,21,5,21,3,0,0,1,1,3,1
109785,26,1,1,1,9,33,43,20,56,0,0,2,2,10,24
109785,27,0,0,0,0,5,11,13,17,0,0,1,0,1,0
109785,40,0,0,1,0,4,3,10,10,0,1,0,0,2,0
109785,52,0,0,26,21,110,103,159,126,5,4,47,18,40,39
109819,14,1,2,14,4,383,65,95,21,1,0,3,1,36,9
109819,26,1,2,10,39,259,551,72,124,1,0,1,4,39,44
109819,27,0,0,0,0,91,80,16,21,0,0,0,1,12,5
109819,40,1,0,3,4,103,60,46,17,0,0,0,0,6,6
109819,52,1,4,56,52,857,1049,184,182,7,10,8,6,71,47
110060,13,0,0,0,2,0,2,0,0,0,0,0,14,1,5
110060,52,0,1,17,11,17,4,14,0,0,0,53,12,3,3
110097,13,0,1,0,2,4,51,11,100,0,7,1,5,11,45
110097,14,0,0,0,0,12,4,28,7,2,1,3,0,4,3
110097,26,1,0,3,7,26,58,37,62,2,6,2,4,17,37
110097,27,0,0,0,1,7,2,7,11,1,0,1,0,5,3
110097,40,0,0,0,0,1,1,9,7,0,1,0,1,2,2
110097,52,0,0,5,6,51,64,143,93,12,10,20,14,61,37
110219,52,0,1,3,18,0,0,5,15,3,8,0,0,0,0
110361,13,0,3,2,10,13,86,17,115,0,4,1,2,0,7
110361,14,1,2,16,1,138,30,234,53,16,1,12,1,31,14
110361,26,1,2,7,13,41,89,50,77,3,8,0,4,19,19
110361,27,0,0,4,2,5,12,8,15,0,1,2,2,1,2
110361,40,0,0,0,2,7,9,4,6,0,2,0,0,2,2
110361,52,4,4,33,40,163,216,243,186,18,15,35,25,25,25
110404,14,0,0,2,1,18,8,41,20,0,0,9,9,36,58
110404,26,0,0,0,0,4,1,1,5,0,0,1,3,4,13
110404,27,0,0,0,0,6,0,14,6,0,0,4,8,20,11
110404,40,0,0,2,2,18,6,29,31,0,0,8,12,20,15
110404,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0
110413,26,0,0,7,7,41,99,27,88,3,9,3,7,6,27
110413,27,0,0,1,0,8,7,10,18,1,0,0,0,1,1
110413,40,0,0,1,1,8,14,15,16,3,0,1,0,0,2
110413,52,2,1,25,6,105,117,173,107,18,10,20,8,12,22
110422,13,0,0,0,0,3,40,0,167,0,13,1,1,1,20
110422,14,3,1,32,16,783,255,2434,785,201,74,98,45,626,310
110422,26,0,0,7,4,84,126,184,431,24,26,4,8,56,87
110422,27,0,0,0,1,28,28,117,118,8,6,7,4,41,38
110422,40,3,0,2,0,51,48,168,134,16,6,5,3,42,28
110422,52,1,2,14,5,229,170,787,602,74,46,39,21,200,236
110468,13,1,0,4,11,37,32,43,89,11,22,1,2,8,11
110468,52,0,0,3,0,2,2,4,1,0,0,60,13,2,1
110486,13,0,1,3,14,13,179,1,37,1,18,1,9,0,6
110486,14,0,2,14,3,246,50,62,12,79,19,20,2,40,10
110486,26,1,2,13,35,140,363,35,60,33,74,0,16,39,56
110486,27,1,0,4,1,37,48,13,13,10,9,1,6,4,4
110486,40,3,0,2,2,37,28,18,16,13,9,1,1,6,4
110486,52,2,2,28,21,309,336,124,85,60,57,159,27,44,40
110495,13,0,0,3,12,66,251,21,86,3,18,2,13,20,31
110495,26,1,0,1,9,93,243,46,90,9,25,9,13,50,81
110495,27,0,0,0,0,36,40,23,20,4,2,2,3,6,2
110495,40,0,0,4,3,52,44,20,27,4,7,4,2,6,13
110495,52,4,2,17,12,321,376,146,160,33,36,37,34,93,99
110510,13,0,1,4,17,11,231,2,39,3,8,0,27,1,5
110510,14,0,0,13,1,218,21,30,3,4,2,17,2,27,3
110510,26,0,2,24,52,312,709,59,78,14,21,27,53,54,62
110510,27,0,0,6,6,147,131,30,20,9,6,17,17,14,7
110510,40,0,0,4,8,116,73,27,10,8,3,9,8,7,2
110510,52,1,1,61,71,886,858,182,126,43,40,315,162,62,64
110529,13,0,1,2,8,72,210,23,61,7,16,9,15,18,32
110529,14,7,0,100,24,1371,428,851,178,132,35,244,72,882,271
110529,26,1,2,15,27,222,416,118,170,23,30,18,49,183,228
110529,27,1,0,8,8,155,113,39,31,16,3,19,14,59,24
110529,40,2,1,5,5,134,83,73,29,11,3,15,7,50,27
110529,52,5,1,72,81,1089,979,356,306,97,67,237,245,639,618
110538,13,1,2,1,5,33,173,33,163,5,23,3,6,3,17
110538,14,5,0,15,3,349,64,407,64,86,8,129,16,59,13
110538,26,2,0,6,14,91,185,74,139,18,26,2,15,28,40
110538,27,0,0,3,0,19,19,31,13,6,6,0,2,4,3
110538,40,0,0,1,2,26,20,46,29,4,5,2,0,5,1
110538,52,9,6,37,15,449,261,783,400,101,62,71,38,96,78
110547,13,0,0,5,76,39,600,8,29,2,19,3,30,5,37
110547,26,1,0,19,50,149,337,11,15,10,14,17,23,37,38
110547,27,0,0,4,9,64,62,3,1,5,1,3,3,12,4
110547,40,0,0,9,6,56,24,6,4,3,1,3,3,6,6
110547,52,0,1,120,151,757,732,120,72,42,40,63,69,141,87
110556,13,1,3,5,13,99,323,51,154,8,21,6,21,16,48
110556,14,1,1,21,7,527,97,241,48,56,9,153,10,160,16
110556,26,0,4,13,17,192,404,73,102,18,23,17,35,98,177
110556,27,0,1,1,3,70,66,22,23,6,11,11,3,12,13
110556,40,2,1,3,2,78,71,33,28,7,5,6,10,37,26
110556,52,7,7,42,21,710,646,289,200,73,45,181,95,231,218
110565,13,0,1,2,11,79,718,38,301,5,42,5,73,25,183
110565,14,0,0,25,8,809,180,313,47,71,9,446,55,406,84
110565,26,0,0,17,22,239,517,79,151,13,26,20,37,194,308
110565,27,0,0,0,4,103,106,45,32,5,5,10,12,41,27
110565,40,3,0,2,2,88,69,49,46,12,3,9,8,47,41
110565,52,2,2,53,50,1548,1298,949,551,199,120,381,315,1098,1137
110574,14,0,0,19,3,73,13,26,3,7,2,44,2,74,6
110574,26,0,1,19,48,74,200,33,57,13,22,16,26,71,128
110574,27,0,0,5,3,19,19,11,13,4,5,4,4,19,15
110574,40,0,0,4,3,16,16,12,11,5,3,2,2,12,10
110574,52,3,2,90,110,432,414,263,216,89,70,135,92,428,362
110583,14,1,3,53,24,989,250,467,97,98,17,220,61,615,151
110583,26,0,0,8,29,217,381,97,153,18,18,21,45,191,329
110583,27,0,1,1,2,86,73,48,30,10,8,14,12,44,48
110583,40,0,0,4,6,88,85,43,36,8,10,10,13,61,69
110583,52,4,3,72,81,993,966,440,303,75,56,200,208,508,531
110592,13,1,2,1,29,97,962,9,22,4,41,18,92,24,92
110592,14,0,0,33,9,1016,194,79,17,31,4,171,33,188,34
110592,26,0,0,11,27,269,605,37,55,14,12,43,50,76,147
110592,27,0,0,2,5,109,100,3,2,4,5,10,3,27,14
110592,40,0,0,0,6,90,79,9,12,2,4,7,6,23,18
110592,52,1,0,52,53,1113,886,102,104,40,40,164,152,407,320
110608,13,0,1,1,47,34,665,7,136,6,36,2,51,8,58
110608,14,2,0,81,19,1256,286,485,94,101,18,439,96,304,69
110608,26,1,3,16,28,248,447,153,256,26,26,22,69,76,132
110608,27,0,0,3,3,74,66,32,27,5,6,15,11,25,11
110608,40,0,0,7,2,84,75,58,37,12,4,15,14,20,20
110608,52,4,2,122,96,1237,1069,887,748,140,99,355,282,387,334
110617,13,0,5,10,81,33,530,29,351,18,101,1,48,24,228
110617,14,4,0,87,17,678,124,521,101,107,17,134,20,561,88
110617,26,2,1,28,64,147,386,124,227,22,42,16,34,173,285
110617,27,0,0,6,5,40,42,45,41,6,3,3,5,35,20
110617,40,1,2,8,21,82,80,75,57,14,9,6,6,46,44
110617,52,5,0,89,56,409,368,477,370,92,78,78,69,402,456
110635,14,1,0,20,14,247,116,589,208,163,56,437,141,1325,541
110635,26,0,0,7,10,78,161,142,234,32,36,27,78,238,454
110635,27,1,0,2,1,46,29,133,52,29,9,141,122,184,128
110635,40,0,1,4,4,74,44,190,101,17,9,67,54,163,147
110635,52,0,0,7,7,38,35,100,71,17,12,29,27,104,115
110644,13,0,1,0,0,13,28,13,16,0,1,11,6,5,7
110644,14,2,0,42,10,476,246,670,280,41,25,563,157,670,371
110644,26,5,10,32,109,386,1014,462,1103,31,51,189,360,874,1620
110644,27,0,0,8,4,65,63,102,73,8,4,320,217,114,130
110644,40,0,0,4,6,74,91,131,125,4,6,206,110,84,109
110644,52,0,0,17,7,89,94,179,112,8,9,189,205,244,277
110653,13,0,0,3,9,87,276,17,60,3,7,19,66,61,209
110653,14,1,1,30,21,712,251,554,176,50,13,363,91,1236,428
110653,26,0,1,29,75,307,664,216,311,18,22,84,121,601,1197
110653,27,0,0,2,2,80,59,46,29,1,2,375,218,109,85
110653,40,0,0,5,4,112,116,100,60,11,3,139,55,150,137
110653,52,3,2,18,10,230,177,121,89,18,14,461,576,548,691
110662,13,0,0,0,0,0,1,1,4,0,1,0,0,2,4
110662,14,2,0,20,8,224,81,613,234,57,26,256,85,904,363
110662,26,5,8,50,167,490,968,515,891,56,75,83,244,897,1486
110662,27,1,0,15,10,141,150,246,127,23,17,468,376,304,227
110662,40,0,1,9,14,118,86,184,135,17,6,129,63,118,102
110662,52,1,3,21,17,122,117,288,166,23,19,150,157,217,258
110671,13,0,0,1,6,14,102,2,12,4,1,2,3,10,39
110671,14,3,0,34,14,453,164,249,59,24,1,34,12,525,173
110671,26,1,1,63,120,531,968,239,292,47,9,24,28,822,1083
110671,27,1,0,9,5,208,167,48,33,10,1,19,9,209,107
110671,40,1,0,4,6,132,102,63,29,6,0,7,3,90,73
110671,52,0,2,30,37,411,433,147,78,25,8,117,96,737,680
110680,13,0,0,0,0,5,10,1,7,0,0,0,1,3,7
110680,14,2,1,39,14,616,220,683,205,53,20,513,138,1066,419
110680,26,2,4,34,61,450,856,485,813,48,53,201,323,958,1548
110680,27,1,0,9,1,98,57,111,48,13,5,358,333,194,159
110680,40,0,0,10,21,233,204,234,157,15,12,212,183,353,416
110680,52,0,0,2,1,14,11,28,7,2,1,85,118,67,49
110705,14,0,0,6,0,151,38,242,47,21,6,156,32,252,54
110705,26,2,5,17,66,315,533,390,657,40,43,36,56,335,438
110705,27,0,0,11,4,190,95,199,130,29,4,308,278,179,126
110705,40,0,0,12,7,216,130,382,153,29,10,233,87,149,121
110705,52,0,0,0,0,24,15,38,21,4,6,52,43,63,45
110714,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110714,14,0,0,5,3,84,29,123,30,8,5,19,4,103,28
110714,26,0,1,6,17,143,278,172,262,14,8,6,14,161,242
110714,27,0,0,2,2,20,14,32,11,3,0,9,3,13,9
110714,40,0,0,0,1,71,40,112,52,1,1,12,7,34,20
110714,52,1,0,6,5,61,46,64,29,2,3,51,40,102,92
111188,14,0,0,3,1,32,7,81,8,14,1,0,0,28,3
111188,52,0,0,7,2,27,16,61,12,17,2,1,0,23,6
111948,13,0,0,1,1,7,36,14,108,0,11,0,5,5,25
111948,14,0,0,0,0,4,1,15,4,1,0,1,0,4,2
111948,26,0,1,2,5,22,55,57,102,6,9,1,4,33,50
111948,27,0,0,0,0,9,8,17,19,1,1,0,1,5,7
111948,40,0,0,0,1,1,5,16,19,0,1,1,2,4,2
111948,52,1,5,12,12,151,156,596,503,35,40,59,58,129,167
111966,26,0,0,7,26,4,9,0,2,2,1,1,1,0,3
112075,26,1,0,0,3,12,23,18,26,0,0,3,2,6,6
112075,27,0,1,0,0,0,3,3,6,0,1,2,0,1,0
112075,40,0,0,0,1,5,4,8,12,0,0,1,2,0,4
112075,52,0,1,10,8,49,33,116,75,1,0,34,7,14,10
112084,13,0,0,1,2,0,0,1,10,1,0,0,0,0,0
112084,26,0,0,0,1,1,8,0,7,0,0,0,0,0,1
112084,52,1,0,4,7,23,11,30,11,1,0,6,1,0,3
112260,14,0,0,1,0,7,4,16,2,2,0,10,4,2,4
112260,26,0,0,2,5,10,20,24,44,1,8,3,7,7,18
112260,27,0,0,1,0,1,5,21,3,3,2,15,9,2,1
112260,40,0,0,0,1,2,2,10,2,2,0,0,1,1,1
112260,52,0,0,0,0,4,6,10,4,2,1,3,7,4,3
112394,52,0,0,0,0,3,1,5,0,1,1,0,0,3,1
112570,13,8,1,36,38,55,49,128,103,8,10,17,12,19,10
113236,14,0,0,8,2,108,30,40,12,6,3,8,3,67,23
113236,26,0,0,0,0,1,0,1,0,0,0,0,0,3,1
113236,27,0,0,3,5,35,23,17,9,7,2,1,1,23,21
113236,40,0,0,5,7,86,94,35,25,6,7,4,7,80,85
113236,52,0,0,45,85,562,588,228,171,63,37,36,68,332,286
113698,13,0,2,0,1,0,5,2,12,0,0,0,0,0,0
113698,26,0,0,2,3,8,40,8,28,0,8,0,0,11,25
113698,40,1,0,0,1,2,2,6,3,0,1,0,0,1,5
113698,52,0,0,6,3,20,33,36,16,4,7,6,0,6,17
114123,52,0,1,1,1,4,15,3,18,0,1,0,0,0,0
114354,52,1,7,5,50,17,176,44,337,5,52,29,139,8,95
114390,52,0,1,2,8,2,12,5,35,0,3,0,4,7,15
114433,26,0,2,1,0,5,2,6,10,1,0,0,0,0,0
114433,27,0,0,0,0,0,0,4,1,0,0,0,0,0,2
114433,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0
114433,52,0,1,9,1,8,3,22,12,0,1,2,0,2,1
114716,13,0,0,0,2,4,7,10,24,1,0,0,1,7,9
114716,14,1,0,5,2,128,26,148,35,3,0,59,10,93,29
114716,26,0,0,6,21,67,172,69,181,1,1,17,31,138,263
114716,27,0,0,1,0,18,15,33,29,2,0,35,24,30,22
114716,40,0,1,1,4,15,15,30,22,0,0,16,6,26,25
114716,52,6,0,44,23,380,249,381,354,21,7,98,78,397,442
114813,13,1,2,1,5,22,75,20,57,6,10,2,0,0,6
